Pair.Name	Ligand	Receptor	Source	Databases	Evidence	PMIDs
IL12B_IL23R	IL12B	IL23R	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	17587057
IL13_IL13RA1	IL13	IL13RA1	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12704343,11278629
IL13_IL13RA2	IL13	IL13RA2	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12704343,11003391
IL13_IL2RG	IL13	IL2RG	known	DLRP,HPMR.Ligand,HPMR.Receptor	literature supported	8920992
IL13_IL4R	IL13	IL4R	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12704343,11709756
IL15_IL15RA	IL15	IL15RA	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	15265897,7641685,16284400
IL15_IL2RA	IL15	IL2RA	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	8734356
IL15_IL2RB	IL15	IL2RB	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	15265897,8026467,9176231
IL15_IL2RG	IL15	IL2RG	known	DLRP,HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	15265897,8568232
IL16_CCR5	IL16	CCR5	novel	STRING.binding,HPMR.Receptor	putative	
IL16_CD4	IL16	CD4	known	DLRP,HPRD,STRING.binding,STRING.experiment,	literature supported	1851800,7910967
IL16_GRIN2C	IL16	GRIN2C	novel	HPRD,	literature supported	10479680
IL16_GRIN2D	IL16	GRIN2D	novel	HPRD,	literature supported	10479680
IL16_KCNA3	IL16	KCNA3	novel	HPRD,	literature supported	10479680
IL16_KCND1	IL16	KCND1	novel	HPRD,	literature supported	10479680
IL16_KCND2	IL16	KCND2	novel	HPRD,	literature supported	10479680
IL16_KCNJ10	IL16	KCNJ10	novel	HPRD,	literature supported	10479680
IL16_KCNJ15	IL16	KCNJ15	novel	HPRD,	literature supported	10479680
IL16_KCNJ4	IL16	KCNJ4	novel	HPRD,	literature supported	10479680
IL17A_IL17RA	IL17A	IL17RA	known	DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9367539
IL17A_IL17RC	IL17A	IL17RC	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	18684971
IL17B_IL17RB	IL17B	IL17RB	known	HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10749887
IL17F_IL17RA	IL17F	IL17RA	novel	STRING.binding,STRING.experiment,HPMR.Receptor	literature supported	18684971
IL18_CD48	IL18	CD48	novel	STRING.binding,HPMR.Ligand	putative	
IL18_IL18R1	IL18	IL18R1	known	DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9325300
IL18_IL18RAP	IL18	IL18RAP	known	DLRP,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9792649
IL18_IL1RAPL1	IL18	IL1RAPL1	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	9325300
IL18_IL1RL2	IL18	IL1RL2	novel	HPRD,HPMR.Ligand	literature supported	9325300
IL19_IL20RA	IL19	IL20RA	known	HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	12974481,11564763
IL19_IL20RB	IL19	IL20RB	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	12974481
IL1A_IL1R1	IL1A	IL1R1	known	DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	2946959
IL1A_IL1R2	IL1A	IL1R2	known	DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	7878046
IL1A_IL1RAP	IL1A	IL1RAP	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9820540
IL1B_ADRB2	IL1B	ADRB2	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	11238007
IL1B_IL1R1	IL1B	IL1R1	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	62193,9820540,9062193
IL1B_IL1R2	IL1B	IL1R2	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	8332913,7878046
IL1B_IL1RAP	IL1B	IL1RAP	known	HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9820540
IL1F10_IL1R1	IL1F10	IL1R1	novel	HPRD,HPMR.Receptor	literature supported	11278614
IL1RN_IL1R1	IL1RN	IL1R1	known	DLRP,HPRD,STRING.binding,STRING.experiment,HPMR.Receptor	literature supported	11641511,9062194
IL1RN_IL1R2	IL1RN	IL1R2	known	DLRP,HPRD,STRING.binding,HPMR.Receptor	literature supported	1834644
IL1RN_IL1RL2	IL1RN	IL1RL2	novel	STRING.binding,STRING.experiment,	putative	
IL20_IL20RA	IL20	IL20RA	known	HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12974481,11163236,12351624,14580208
IL20_IL20RB	IL20	IL20RB	known	HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12974481,11163236,12351624,14580208
IL20_IL22RA1	IL20	IL22RA1	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	12974481
IL21_IL21R	IL21	IL21R	known	HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	11418623
IL21_IL2RG	IL21	IL2RG	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	11418623
IL22_IL10RA	IL22	IL10RA	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	58985
IL22_IL10RB	IL22	IL10RB	novel	HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	10875937
IL22_IL21R	IL22	IL21R	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
IL22_IL22RA1	IL22	IL22RA1	known	HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	58985,11035029
IL22_IL22RA2	IL22	IL22RA2	known	HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	11390453
IL23A_IL12RB1	IL23A	IL12RB1	known	HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12023369,11114383,12023369,12671732
IL23A_IL23R	IL23A	IL23R	known	HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12023369
IL24_IL20RA	IL24	IL20RA	known	HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	12974481,11706020
IL24_IL20RB	IL24	IL20RB	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	12974481
IL24_IL22RA1	IL24	IL22RA1	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	12974481
IL25_IL17RB	IL25	IL17RB	known	HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	11058597
IL26_IL20RA	IL26	IL20RA	novel	STRING.binding,HPMR.Receptor	putative	
IL27_IL27RA	IL27	IL27RA	novel	HPRD,STRING.binding,	literature supported	12121660
IL2_CD53	IL2	CD53	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	7963560
IL2_GYPE	IL2	GYPE	novel	STRING.binding,HPMR.Ligand	putative	
IL2_IL2RA	IL2	IL2RA	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	15265897,1993646
IL2_IL2RB	IL2	IL2RB	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	15265897,11035066,8049354
IL2_IL2RG	IL2	IL2RG	known	DLRP,HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	15265897,10662798,8049354
IL2_NGFR	IL2	NGFR	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	1316918
IL31_IL31RA	IL31	IL31RA	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	15184896
IL31_OSMR	IL31	OSMR	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	15184896
IL34_CSF1R	IL34	CSF1R	novel	STRING.binding,STRING.experiment,HPMR.Receptor	literature supported	22729249
IL3_CSF2RB	IL3	CSF2RB	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	11700046,9278420
IL3_IL3RA	IL3	IL3RA	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	11700046,9278420,8649415
IL4_CD53	IL4	CD53	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	7963560
IL4_IL13RA1	IL4	IL13RA1	known	DLRP,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	10641437
IL4_IL13RA2	IL4	IL13RA2	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9130652
IL4_IL2RG	IL4	IL2RG	known	DLRP,HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	7918378,8266078
IL4_IL4R	IL4	IL4R	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	7918378,11786020
IL5_CSF2RB	IL5	CSF2RB	known	DLRP,HPMR,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	11748263
IL5_IL5RA	IL5	IL5RA	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	11748263,1732409,7721873,10880230
IL6_F3	IL6	F3	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
IL6_IL6R	IL6	IL6R	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	3136546,14557255,12829785
IL6_IL6ST	IL6	IL6ST	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	8293462,3136546,14557255
IL7_IL2RG	IL7	IL2RG	known	DLRP,HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	7522165,11858939,9010926
IL7_IL7R	IL7	IL7R	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	7522165,11858939,10390077
IL8_CD79A	IL8	CD79A	novel	STRING.binding,HPMR.Ligand	putative	
IL8_CXCR1	IL8	CXCR1	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	8137938,1379593,10188995,15946947,8940121,15282370,1840701
IL8_CXCR2	IL8	CXCR2	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	11511101),1379593,10188995,15946947,8940121,15282370,9464567,8702798,8626516
IL8_DARC	IL8	DARC	known	DLRP,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9921412,17416748
IL8_KDR	IL8	KDR	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
IL8_SDC1	IL8	SDC1	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12902511
IL8_SDC2	IL8	SDC2	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	14527339
IL8_SDC3	IL8	SDC3	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
IL9_IL2RG	IL9	IL2RG	known	DLRP,HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	9535918
IL9_IL9R	IL9	IL9R	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9535918,11588013
INHA_ACVR1	INHA	ACVR1	known	DLRP,HPMR.Ligand,HPMR.Receptor	putative	
INHA_ACVR1B	INHA	ACVR1B	known	DLRP,HPMR.Ligand,HPMR.Receptor	putative	
INHA_ACVR2A	INHA	ACVR2A	known	DLRP,HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12493742
INHA_ACVR2B	INHA	ACVR2B	known	DLRP,HPMR.Ligand,HPMR.Receptor	putative	
INHA_TGFBR3	INHA	TGFBR3	known	HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12493742,10746731
INHBA_ACVR1	INHBA	ACVR1	known	DLRP,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	11266516
INHBA_ACVR1B	INHBA	ACVR1B	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	8167568,8397373
INHBA_ACVR2A	INHBA	ACVR2A	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12466190,11266516
INHBA_ACVR2B	INHBA	ACVR2B	known	DLRP,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9202237
INHBA_BAMBI	INHBA	BAMBI	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	10918299
INHBA_ENG	INHBA	ENG	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9872992
INHBA_TGFBR3	INHBA	TGFBR3	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10746731
INHBB_ACVR1	INHBB	ACVR1	known	DLRP,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	11266516
INHBB_ACVR1B	INHBB	ACVR1B	known	DLRP,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	11266516,12032389,15196700
INHBB_ACVR1C	INHBB	ACVR1C	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	15196700
INHBB_ACVR2A	INHBB	ACVR2A	known	DLRP,HPMR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12466190,11266516
INHBB_ACVR2B	INHBB	ACVR2B	known	DLRP,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9202237
INHBC_ACVR1	INHBC	ACVR1	known	DLRP,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	12651901
INHBC_ACVR1B	INHBC	ACVR1B	known	DLRP,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	12651901
INHBC_ACVR2A	INHBC	ACVR2A	known	DLRP,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	12651901
INHBC_ACVR2B	INHBC	ACVR2B	known	DLRP,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	12651901
INHBE_ACVR1	INHBE	ACVR1	novel	STRING.binding,HPMR.Receptor	putative	
INHBE_ACVR1B	INHBE	ACVR1B	novel	STRING.binding,HPMR.Receptor	putative	
INHBE_ACVR2A	INHBE	ACVR2A	novel	STRING.binding,HPMR.Receptor	putative	
INHBE_ENG	INHBE	ENG	novel	STRING.binding,HPMR.Receptor	putative	
INSL3_RXFP2	INSL3	RXFP2	known	HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12114498,15649866,20560146,15649866
INSL5_RXFP3	INSL5	RXFP3	known	IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	15525639
INSL5_RXFP4	INSL5	RXFP4	known	HPMR,IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	15465925,15525639
INS_IGF1R	INS	IGF1R	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	1851182
INS_INSR	INS	INSR	known	DLRP,HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	2550426
INS_LRP2	INS	LRP2	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9773776
ITGB3BP_ITGB3	ITGB3BP	ITGB3	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	7593198,11864709
ITGB3BP_ITGB5	ITGB3BP	ITGB5	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10579726
ITIH2_FCER1A	ITIH2	FCER1A	novel	HPRD,	literature supported	10917520
JAG1_NOTCH1	JAG1	NOTCH1	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	7697721,11006133
JAG1_NOTCH2	JAG1	NOTCH2	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	10551863,10958687
JAG1_NOTCH3	JAG1	NOTCH3	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	11006133,14714274,12482954
JAG1_NOTCH4	JAG1	NOTCH4	known	DLRP,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	24563863
JAG2_NOTCH1	JAG2	NOTCH1	known	DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	11006133
JAG2_NOTCH2	JAG2	NOTCH2	known	DLRP,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	10958687
JAG2_NOTCH3	JAG2	NOTCH3	known	DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	11006133
JAG2_NOTCH4	JAG2	NOTCH4	known	DLRP,HPMR.Ligand,HPMR.Receptor	putative	
KAL1_FGFR1	KAL1	FGFR1	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	19696444
KAL1_SDC2	KAL1	SDC2	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	8832397
KISS1_KISS1R	KISS1	KISS1R	known	HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12944565,11385580,15665093,11385580,11457843,11457843
KISS1_MMP24	KISS1	MMP24	novel	HPRD,HPMR.Ligand	literature supported	12879005
KITLG_EPOR	KITLG	EPOR	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	11124255
KITLG_KIT	KITLG	KIT	known	HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	1698556,1375232,7680037
KLK3_EPOR	KLK3	EPOR	novel	HPRD,HPMR.Receptor	literature supported	10374881
KNG1_BDKRB1	KNG1	BDKRB1	known	HPMR,IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	8063797,9111052,10422787,9313952
KNG1_BDKRB2	KNG1	BDKRB2	known	HPMR,IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	8063797,8302267,9203620
KNG1_CD93	KNG1	CD93	novel	HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12213329,8710908
KNG1_GP1BA	KNG1	GP1BA	novel	HPRD,HPMR.Ligand	literature supported	9269768
KNG1_GPR135	KNG1	GPR135	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	14530218,1374385
KNG1_ITGAM	KNG1	ITGAM	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
KNG1_ITGB2	KNG1	ITGB2	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	10845911
KNG1_PLAUR	KNG1	PLAUR	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	14764580
KNG1_RXFP4	KNG1	RXFP4	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	14530218
KNG1_SDC2	KNG1	SDC2	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
KRTAP4-12_AQP1	KRTAP4-12	AQP1	novel	HPRD,	literature supported	16189514
KRTAP4-12_CATSPER1	KRTAP4-12	CATSPER1	novel	HPRD,	literature supported	16189514
KRTAP4-12_CLDN2	KRTAP4-12	CLDN2	novel	HPRD,	literature supported	16189514
KRTAP4-12_CNTFR	KRTAP4-12	CNTFR	novel	HPRD,HPMR.Receptor	literature supported	16189514
KRTAP4-12_LINGO1	KRTAP4-12	LINGO1	novel	HPRD,HPMR.Receptor	literature supported	16189514
KRTAP4-12_PDGFRB	KRTAP4-12	PDGFRB	novel	HPRD,HPMR.Receptor	literature supported	16189514
KRTAP4-12_PLSCR4	KRTAP4-12	PLSCR4	novel	HPRD,	literature supported	16189514
L1CAM_CNTN1	L1CAM	CNTN1	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	7595520
L1CAM_EGFR	L1CAM	EGFR	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	14718570
L1CAM_EPHB2	L1CAM	EPHB2	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
L1CAM_ERBB2	L1CAM	ERBB2	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	22815787
L1CAM_ERBB3	L1CAM	ERBB3	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	22815787
L1CAM_FGFR2	L1CAM	FGFR2	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
L1CAM_ITGA5	L1CAM	ITGA5	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10871287
L1CAM_ITGAV	L1CAM	ITGAV	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	10871287
LACRT_SDC1	LACRT	SDC1	novel	HPRD,STRING.binding,HPMR.Receptor	literature supported	16982797
LAMA1_GPC1	LAMA1	GPC1	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMA1_ITGA1	LAMA1	ITGA1	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9688542
LAMA1_ITGA2	LAMA1	ITGA2	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9688542
LAMA1_ITGA3	LAMA1	ITGA3	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMA1_ITGA6	LAMA1	ITGA6	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMA1_ITGA7	LAMA1	ITGA7	known	HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	11278916
LAMA1_ITGB1	LAMA1	ITGB1	known	HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	11278916,9688542
LAMA1_ITGB4	LAMA1	ITGB4	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMA1_ITGB8	LAMA1	ITGB8	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	7542940
LAMA1_NT5E	LAMA1	NT5E	novel	HPRD,HPMR.Ligand	literature supported	10470109
LAMA1_RPSA	LAMA1	RPSA	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	2970671
LAMA1_SDC2	LAMA1	SDC2	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMA1_SDC4	LAMA1	SDC4	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMA1_TMPRSS6	LAMA1	TMPRSS6	novel	HPRD,HPMR.Ligand	literature supported	12149247
LAMA2_ITGA1	LAMA2	ITGA1	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMA2_ITGA2	LAMA2	ITGA2	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMA2_ITGA3	LAMA2	ITGA3	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMA2_ITGA6	LAMA2	ITGA6	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMA2_ITGA7	LAMA2	ITGA7	known	HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	11278916
LAMA2_ITGB1	LAMA2	ITGB1	known	HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	11278916
LAMA2_ITGB4	LAMA2	ITGB4	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMA2_RPSA	LAMA2	RPSA	known	HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	2970671,11054877
LAMA3_SDC2	LAMA3	SDC2	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	11373281
LAMA4_ITGA3	LAMA4	ITGA3	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMA4_ITGA6	LAMA4	ITGA6	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMA4_ITGAV	LAMA4	ITGAV	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMA4_ITGB1	LAMA4	ITGB1	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMA5_BCAM	LAMA5	BCAM	novel	HPRD,STRING.binding,STRING.experiment,HPMR.Ligand	literature supported	12244066,11133776
LAMA5_ITGA2	LAMA5	ITGA2	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMA5_ITGA3	LAMA5	ITGA3	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMA5_ITGA6	LAMA5	ITGA6	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMA5_ITGB1	LAMA5	ITGB1	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMA5_ITGB4	LAMA5	ITGB4	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMA5_SDC1	LAMA5	SDC1	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMB1_ITGA1	LAMB1	ITGA1	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMB1_ITGA2	LAMB1	ITGA2	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMB1_ITGA3	LAMB1	ITGA3	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMB1_ITGA6	LAMB1	ITGA6	known	HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	10842354
LAMB1_ITGA7	LAMB1	ITGA7	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMB1_ITGAV	LAMB1	ITGAV	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMB1_ITGB1	LAMB1	ITGB1	known	HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	10842354
LAMB1_ITGB4	LAMB1	ITGB4	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMB2_RPSA	LAMB2	RPSA	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	2970671
LAMB3_CD151	LAMB3	CD151	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMB3_COL17A1	LAMB3	COL17A1	novel	STRING.binding,HPMR.Ligand	putative	
LAMB3_ITGA2	LAMB3	ITGA2	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMB3_ITGA3	LAMB3	ITGA3	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMB3_ITGA6	LAMB3	ITGA6	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMB3_ITGB1	LAMB3	ITGB1	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMB3_ITGB4	LAMB3	ITGB4	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
LAMC1_ITGA1	LAMC1	ITGA1	novel	STRING.binding,HPMR.Receptor	putative	
LAMC1_ITGA2	LAMC1	ITGA2	novel	STRING.binding,HPMR.Receptor	putative	
